6.2923,1.541536,352.0844
6.480456,1.548831,352.0269
6.515307,1.589391,351.9723
6.213321,1.693445,351.9949
5.997684,1.724924,351.9737
5.634119,1.595621,352.0236
5.576405,1.486221,351.877
5.445715,1.379188,351.5335
5.485034,1.347188,351.4616
5.590497,1.324865,351.3816
5.719687,1.357041,351.2508
5.809075,1.419086,351.3091
5.934912,1.423465,351.6576
6.029541,1.381186,351.78
5.985468,1.029801,352.2495
5.907137,0.6986358,352.4573
5.818304,0.2925626,352.4961
5.805782,359.2737,352.5244
5.789619,358.67,352.5061
5.649765,356.758,352.4606
5.430079,355.5175,352.2506
5.126929,353.2245,351.9414
4.927283,352.0289,351.9223
4.238548,348.9479,351.7041
3.890556,347.1788,351.4215
3.825504,345.5714,351.2587
3.557412,342.6771,351.2197
3.351161,341.3657,351.2572
3.093619,338.6921,351.1436
3.059721,337.4829,351.1298
2.989599,335.1544,351.0637
2.878857,334.1568,351.0547
2.822706,333.0814,351.0166
2.753111,331.216,351.0699
2.723778,330.4166,351.1275
2.684603,329.0214,350.9014
2.664151,328.598,350.821
2.652411,327.6545,350.6678
2.549608,327.199,350.5602
2.431048,326.474,350.394
2.406501,326.3248,350.2244
2.305187,326.2452,350.0602
2.009291,326.2514,349.8862
2.018331,326.2728,349.8386
2.195918,326.6955,349.8779
2.195287,326.9522,349.9353
2.037772,327.752,350.0012
2.076824,328.142,350.0182
2.168288,328.4913,350.0633
2.431201,329.4168,350.1552
2.526381,330.0478,350.2158
2.647716,331.3154,350.3502
2.818444,332.0243,350.4532
3.205782,333.4979,350.6355
3.456156,334.4033,350.6616
3.811342,336.5932,350.7336
3.820695,337.7436,350.7937
3.885403,338.8035,350.8907
4.352972,340.7533,351.0841
4.656714,341.675,351.1512
5.319958,343.7562,351.2798
5.590328,344.8767,351.3976
5.605076,346.0432,351.4802
5.579175,348.3559,351.71
5.657512,349.3375,351.7769
6.134441,351.0642,351.6359
6.485036,352.029,351.6481
6.714756,354.0105,351.9292
6.691139,354.9564,352.0055
6.540039,356.3032,351.8951
6.596753,356.7426,351.7804
6.849631,357.6653,351.5168
6.932531,358.2015,351.4362
6.884902,358.7012,351.4122
6.560464,359.5165,351.3373
6.514679,359.7532,351.2737
6.610039,0.1377224,351.2279
6.639657,0.2827729,351.1845
6.637394,0.5213158,351.0165
6.56581,0.507492,350.8856
6.503017,0.4109192,350.7498
6.447367,0.1794097,350.5335
6.378402,0.1295967,350.5471
6.315652,359.6772,350.5231
6.289139,359.3803,350.4969
6.158531,358.9821,350.5156
6.143068,358.9068,350.5462
6.059489,358.8356,350.6001
6.070097,358.7581,350.5639
6.079032,358.6502,350.5582
6.082561,358.4689,350.5194
6.089479,358.3944,350.5365
6.039294,358.3723,350.4959
6.072941,358.3578,350.5278
6.142603,358.185,350.6327
6.183567,358.1091,350.6549
6.206331,358.0752,350.682
6.154067,357.9996,350.6461
6.124691,357.9886,350.6605
6.058714,357.9544,350.671
