0.0656621,1.006987,-0.3054016
0.06552602,1.00725,-0.3052506
0.06541516,1.007383,-0.3052981
0.06528749,1.007452,-0.3052538
0.0653724,1.007173,-0.3051501
0.06546701,1.006892,-0.3050527
0.06568543,1.00647,-0.3050152
0.065768,1.006617,-0.3051447
0.06556506,1.006925,-0.3053461
0.06556852,1.006939,-0.305382
0.0654856,1.006853,-0.3054242
0.06544923,1.006708,-0.3053917
0.0653372,1.006667,-0.3055447
0.06524228,1.006698,-0.305586
0.065097,1.006811,-0.3055918
0.06420348,1.00676,-0.3056774
0.06037906,1.006504,-0.3057633
0.05198992,1.007058,-0.3062174
0.04823544,1.007459,-0.3060673
0.04250677,1.007243,-0.3059358
0.03949902,1.006544,-0.3060024
0.03464372,1.005734,-0.3060523
0.02856398,1.005807,-0.3050967
0.02981939,1.006809,-0.3051039
0.0287542,1.005492,-0.3064315
0.02617417,1.004203,-0.3057668
0.02181812,1.004491,-0.3059647
0.02191294,1.004511,-0.3060158
0.02199606,1.004386,-0.30613
0.01775897,1.003256,-0.30577
0.01663042,1.002865,-0.3053753
0.02030633,1.003007,-0.3065985
0.01839051,1.001632,-0.3068614
0.01483089,1.002983,-0.3064151
0.01848529,1.003814,-0.3063982
0.02224607,1.001306,-0.3094099
0.01928945,1.000768,-0.3072753
0.01570322,1.001832,-0.307839
0.01839333,1.004033,-0.3070773
0.01714318,1.002816,-0.3074632
0.01678281,1.003283,-0.3074484
0.01633734,1.002546,-0.3057969
0.01949444,1.003496,-0.3060515
0.01820312,1.002221,-0.3075747
0.01841831,1.00292,-0.3070731
0.01642674,1.002962,-0.3067094
0.01840977,1.003499,-0.3067026
0.01855515,1.003265,-0.3068047
0.01970056,1.003065,-0.306585
0.01858927,1.003176,-0.3057251
0.02365612,1.004022,-0.306091
0.02441569,1.004233,-0.3067076
0.02404846,1.005509,-0.3052069
0.02557428,1.005602,-0.3042797
0.03126653,1.006551,-0.3041455
0.03370423,1.006671,-0.3042905
0.03739473,1.007521,-0.3041804
0.03955805,1.008167,-0.303738
0.04360916,1.00936,-0.3027791
0.04534478,1.009691,-0.3022948
0.04695381,1.009896,-0.3016439
0.05037122,1.010036,-0.300471
0.05181179,1.010028,-0.3005238
0.0535335,1.010617,-0.2997403
0.05427737,1.010597,-0.2993132
0.056083,1.010748,-0.2982318
0.05720158,1.010788,-0.2978255
0.05733066,1.0107,-0.2976449
0.05675701,1.011244,-0.2968118
0.05627172,1.011479,-0.2962515
0.05779066,1.011562,-0.2952054
0.05822904,1.011198,-0.2951124
0.0590309,1.011001,-0.2950721
0.05953505,1.011073,-0.2951215
0.06003888,1.011106,-0.295243
0.06109554,1.010799,-0.295154
0.06171135,1.010816,-0.2951632
0.06321675,1.010985,-0.2954668
0.06374743,1.011197,-0.2955463
0.06436806,1.011118,-0.2955761
0.06457303,1.010785,-0.295431
0.06514679,1.010613,-0.2954482
0.06533542,1.010569,-0.2955967
0.06564861,1.010705,-0.2955594
0.06570458,1.011168,-0.2955965
0.06618987,1.011077,-0.2956141
0.06599297,1.011183,-0.2955557
0.06566156,1.011264,-0.2955091
0.06519125,1.011345,-0.2956368
0.06488852,1.011292,-0.295592
0.06462748,1.011187,-0.2956592
0.06379228,1.010989,-0.2956239
0.06307125,1.010766,-0.2955841
0.06296245,1.010779,-0.2953795
0.06250561,1.010708,-0.2955369
0.06247516,1.010746,-0.2955437
0.06220636,1.01079,-0.2955134
0.06200334,1.010733,-0.2955078
0.06163085,1.010739,-0.2954859
0.06149633,1.01066,-0.2954476
