343504,0.84,0.44,-0.42,1.65,-6.84,-5.43
343524,0.83,0.44,-0.43,2.50,-7.57,-7.39
343544,0.82,0.46,-0.42,4.09,-17.58,-11.41
343564,0.86,0.47,-0.39,4.82,-16.85,-13.12
343584,0.84,0.45,-0.36,7.63,-20.20,-15.93
343604,0.80,0.40,-0.34,9.16,-22.77,-20.69
343624,0.76,0.36,-0.34,8.67,-22.03,-22.58
343644,0.75,0.32,-0.36,4.76,-16.05,-22.77
343664,0.79,0.33,-0.38,-3.78,-7.20,-21.30
343684,0.84,0.34,-0.40,-8.18,-3.66,-19.84
343704,0.87,0.33,-0.41,-11.29,-3.66,-18.74
343724,0.89,0.34,-0.42,-15.56,-7.81,-19.53
343744,0.89,0.34,-0.42,-17.46,-13.00,-21.55
343764,0.89,0.33,-0.40,-18.01,-18.98,-24.41
343784,0.89,0.33,-0.37,-17.21,-25.88,-26.67
343804,0.88,0.33,-0.35,-14.40,-28.38,-24.78
343824,0.88,0.32,-0.32,-12.08,-27.22,-22.58
343844,0.88,0.29,-0.30,-7.81,-26.67,-20.14
343864,0.90,0.25,-0.27,-5.68,-24.48,-21.00
343884,0.95,0.23,-0.26,-4.27,-22.64,-21.91
343904,0.95,0.22,-0.24,-3.91,-18.43,-21.55
343924,0.95,0.20,-0.25,-3.36,-15.50,-20.39
343944,0.96,0.19,-0.25,-2.62,-12.63,-18.37
343964,0.96,0.18,-0.25,-1.71,-11.23,-16.60
343984,0.95,0.18,-0.26,-1.28,-12.15,-15.50
344004,0.95,0.19,-0.26,-0.85,-14.10,-14.83
344024,0.93,0.17,-0.24,0.31,-19.04,-17.09
344044,0.92,0.17,-0.23,0.55,-21.36,-19.35
344064,0.93,0.16,-0.22,0.73,-21.85,-19.59
344084,0.94,0.16,-0.21,0.24,-20.63,-18.01
344104,0.94,0.15,-0.20,0.79,-20.02,-16.85
344124,0.94,0.15,-0.20,1.10,-19.10,-15.99
344144,0.99,0.14,-0.17,0.55,-18.19,-16.48
344164,0.99,0.13,-0.16,1.16,-18.31,-18.01
344184,1.00,0.14,-0.16,1.53,-18.49,-19.53
344204,0.99,0.13,-0.16,3.97,-20.02,-21.42
344224,0.99,0.12,-0.15,5.13,-20.87,-23.07
344244,1.00,0.10,-0.15,5.62,-22.52,-25.33
344264,1.00,0.07,-0.13,4.33,-23.56,-27.40
344284,0.99,0.06,-0.12,3.42,-22.77,-26.12
344304,0.99,0.06,-0.11,2.32,-20.57,-23.25
344324,0.98,0.06,-0.10,1.59,-17.64,-19.04
344344,0.99,0.06,-0.10,1.04,-14.77,-15.38
344364,1.00,0.05,-0.09,1.46,-12.70,-12.08
344384,1.00,0.03,-0.08,1.65,-10.68,-10.38
344404,1.00,0.02,-0.08,0.67,-10.25,-10.38
344424,1.00,0.03,-0.06,-0.06,-9.34,-9.34
344444,1.01,0.04,-0.05,0.79,-9.40,-6.35
344464,1.00,0.03,-0.05,2.26,-9.70,-5.07
344484,0.98,0.00,-0.06,2.26,-8.48,-4.64
344504,0.98,0.01,-0.05,0.24,-4.82,-4.88
344524,0.99,0.01,-0.05,-0.79,-2.99,-4.88
344544,1.00,0.02,-0.05,-0.98,-1.16,-4.82
344564,0.99,0.00,-0.05,-0.06,0.79,-4.27
344584,1.00,-0.01,-0.05,0.31,1.83,-3.85
344604,1.00,-0.02,-0.05,0.06,2.69,-3.36
344624,1.00,-0.04,-0.05,-1.10,4.46,-2.20
344644,0.98,-0.04,-0.04,-2.50,7.08,-0.79
344664,0.99,-0.01,-0.03,-2.81,11.29,1.46
344684,1.01,-0.00,-0.05,0.55,16.42,5.62
344704,1.01,-0.01,-0.07,1.95,17.76,7.51
344724,1.02,-0.03,-0.09,2.08,17.64,9.16
344744,1.02,-0.02,-0.11,0.18,15.87,10.01
344764,1.01,0.00,-0.11,-1.28,14.16,10.50
344784,1.00,0.02,-0.12,-1.77,12.76,11.54
