91855,0.99,0.15,-0.01,0.79,-0.67,0.98
91875,0.99,0.15,-0.01,0.55,-0.79,0.85
91895,0.99,0.15,-0.01,0.00,-0.98,0.67
91915,0.98,0.15,-0.01,-0.31,-1.04,0.67
91935,0.98,0.14,-0.01,-0.12,-0.92,0.85
91955,0.99,0.15,-0.01,-0.67,-1.04,0.67
91975,0.98,0.15,-0.01,-0.06,-1.10,0.67
91995,0.98,0.15,-0.01,0.12,-0.79,0.92
92015,0.99,0.15,-0.01,0.12,-0.49,0.92
92035,0.98,0.15,-0.01,0.37,-0.37,0.79
92055,0.99,0.15,-0.01,0.43,-0.55,0.61
92075,0.99,0.15,-0.01,0.55,-0.85,0.67
92095,0.99,0.15,-0.01,0.49,-0.92,0.31
92115,0.99,0.15,-0.01,0.37,-1.04,0.12
92135,0.99,0.15,-0.01,0.43,-0.85,0.31
92155,0.99,0.15,-0.01,0.24,-0.55,0.37
92175,0.99,0.15,-0.01,0.55,-0.79,0.43
92195,0.99,0.15,-0.01,0.43,-0.55,0.43
92215,0.98,0.15,-0.01,0.43,-0.49,0.61
92235,0.98,0.15,-0.01,0.24,-0.12,0.67
92255,0.98,0.15,-0.01,0.18,0.24,0.61
92275,0.99,0.15,-0.01,0.12,-0.06,0.67
92295,0.99,0.15,-0.01,0.00,-0.37,0.43
92315,0.98,0.16,-0.01,-0.06,-0.85,0.18
92335,0.98,0.19,-0.00,1.28,-0.67,-0.31
92355,0.97,0.22,0.00,4.09,0.24,-2.32
92375,0.94,0.24,0.01,12.63,4.15,-8.54
92395,0.94,0.25,0.01,20.02,8.85,-14.65
92415,0.94,0.30,0.02,28.81,13.98,-21.79
92435,0.93,0.27,-0.01,48.52,22.22,-33.45
92455,0.94,0.20,-0.04,60.00,28.08,-39.98
92475,0.99,0.13,-0.06,67.50,30.27,-46.39
92495,0.96,0.06,-0.09,72.08,31.62,-50.05
92515,0.97,0.02,-0.09,71.72,32.96,-48.71
92535,1.01,-0.05,-0.11,69.15,32.96,-45.47
92555,1.01,-0.13,-0.13,57.25,27.65,-38.94
92575,1.03,-0.17,-0.16,46.45,21.97,-31.07
92595,1.07,-0.21,-0.15,33.57,19.41,-21.06
92615,1.08,-0.26,-0.17,9.77,5.92,-4.94
92635,1.09,-0.25,-0.17,-7.32,-1.71,7.81
92655,1.10,-0.24,-0.16,-23.44,-9.83,20.81
92675,1.05,-0.16,-0.14,-48.28,-26.06,36.56
92695,1.01,-0.13,-0.14,-60.73,-34.42,46.51
92715,0.99,-0.07,-0.13,-72.51,-39.49,53.41
92735,0.98,0.01,-0.10,-83.80,-42.79,60.00
92755,0.98,0.08,-0.08,-88.62,-44.98,61.10
92775,0.95,0.16,-0.05,-88.56,-44.43,60.91
92795,0.92,0.23,-0.02,-83.62,-44.56,57.01
92815,0.92,0.27,-0.00,-77.64,-40.65,51.76
92835,0.93,0.30,0.02,-69.21,-35.16,47.00
92855,0.93,0.30,0.03,-54.93,-29.30,37.54
92875,0.94,0.32,0.04,-46.69,-25.45,30.76
92895,0.93,0.34,0.06,-37.23,-21.24,24.60
92915,0.90,0.38,0.07,-21.48,-12.02,15.26
92935,0.91,0.41,0.08,-9.64,-4.46,7.51
92955,0.92,0.42,0.09,3.48,2.08,-2.26
92975,0.91,0.39,0.07,25.39,13.06,-18.92
92995,0.94,0.32,0.05,38.21,20.75,-27.95
93015,0.95,0.26,0.02,46.63,23.93,-37.48
