476582,0.79,0.47,-0.39,-0.92,1.71,1.53
476602,0.80,0.46,-0.39,-1.40,1.71,1.16
476622,0.80,0.46,-0.39,-2.32,0.98,0.49
476642,0.78,0.46,-0.39,-2.56,0.43,0.61
476662,0.78,0.47,-0.39,-2.62,0.92,1.22
476682,0.78,0.48,-0.39,-2.38,1.46,2.93
476702,0.78,0.49,-0.38,-1.34,2.20,3.91
476722,0.78,0.49,-0.38,-0.43,3.30,4.15
476742,0.78,0.48,-0.38,0.18,4.21,3.72
476762,0.79,0.48,-0.39,0.73,4.52,3.05
476782,0.78,0.48,-0.39,0.55,4.76,2.14
476802,0.77,0.48,-0.40,0.00,4.58,2.14
476822,0.77,0.49,-0.40,-0.12,4.27,2.01
476842,0.78,0.49,-0.40,0.24,3.85,1.89
476862,0.77,0.50,-0.41,1.71,2.01,1.46
476882,0.77,0.51,-0.41,2.81,1.16,0.73
476902,0.76,0.51,-0.41,3.97,0.67,0.06
476922,0.75,0.52,-0.41,5.37,1.22,-1.65
476942,0.73,0.53,-0.40,6.65,1.59,-2.75
476962,0.73,0.55,-0.40,9.09,3.60,-4.15
476982,0.74,0.55,-0.40,15.44,7.69,-7.14
477002,0.74,0.54,-0.40,19.47,9.95,-10.38
477022,0.75,0.53,-0.40,23.07,12.15,-13.55
477042,0.75,0.51,-0.40,25.88,14.22,-16.60
477062,0.73,0.55,-0.37,27.28,15.26,-17.33
477082,0.67,0.67,-0.33,33.33,17.64,-17.76
477102,0.42,0.83,-0.34,60.55,39.73,-28.20
477122,0.46,0.92,-0.38,87.65,73.49,-48.83
477142,0.60,0.86,-0.42,119.75,101.99,-74.52
477162,0.61,0.70,-0.54,159.48,118.41,-104.31
477182,0.66,0.59,-0.58,177.43,124.39,-117.61
477202,0.66,0.48,-0.64,189.09,121.64,-124.21
477222,0.68,0.33,-0.67,192.44,116.70,-122.31
477242,0.73,0.25,-0.69,186.52,109.25,-112.85
