6,1.02,0.19,-0.10,0.36,-0.01,0.09,-0.06
7,1.02,0.19,-0.10,0.36,-0.01,0.09,-0.07
11,1.02,0.19,-0.09,0.36,-0.02,0.08,-0.06
6,1.02,0.19,-0.09,0.36,-0.02,0.08,-0.05
10,1.01,0.19,-0.08,0.35,-0.03,0.06,-0.03
6,1.00,0.19,-0.09,0.35,-0.04,0.05,0.00
7,1.00,0.19,-0.09,0.35,-0.04,0.05,0.03
10,1.00,0.19,-0.09,0.35,-0.04,0.05,0.05
7,0.99,0.19,-0.08,0.35,-0.03,0.04,0.08
6,0.99,0.19,-0.08,0.35,-0.03,0.04,0.09
10,0.99,0.19,-0.08,0.34,-0.01,0.03,0.11
6,0.99,0.18,-0.09,0.34,0.00,0.03,0.12
6,0.99,0.18,-0.09,0.34,0.00,0.03,0.13
10,1.00,0.19,-0.09,0.33,0.01,0.03,0.13
6,1.00,0.19,-0.09,0.33,0.01,0.03,0.12
10,0.98,0.19,-0.08,0.32,0.02,0.03,0.12
7,0.99,0.19,-0.08,0.31,0.03,0.03,0.12
6,0.99,0.19,-0.08,0.31,0.03,0.03,0.12
10,0.99,0.19,-0.09,0.31,0.04,0.02,0.11
6,0.99,0.19,-0.09,0.30,0.06,0.02,0.10
6,0.99,0.19,-0.09,0.30,0.06,0.02,0.09
10,0.98,0.18,-0.09,0.30,0.07,0.02,0.08
6,0.98,0.18,-0.09,0.30,0.07,0.02,0.08
10,0.99,0.18,-0.09,0.29,0.08,0.02,0.07
6,0.98,0.18,-0.09,0.28,0.09,0.01,0.07
7,0.98,0.18,-0.09,0.28,0.09,0.01,0.08
10,0.98,0.17,-0.09,0.28,0.09,0.00,0.09
7,0.98,0.18,-0.09,0.27,0.09,-0.00,0.11
6,0.98,0.18,-0.09,0.27,0.09,-0.00,0.12
10,0.98,0.18,-0.09,0.25,0.10,-0.01,0.14
6,0.98,0.18,-0.09,0.25,0.10,-0.01,0.15
10,0.97,0.17,-0.09,0.24,0.10,-0.01,0.17
6,0.96,0.18,-0.10,0.23,0.10,-0.02,0.17
7,0.96,0.18,-0.10,0.23,0.10,-0.02,0.18
10,0.96,0.18,-0.09,0.22,0.11,-0.01,0.19
7,0.95,0.19,-0.09,0.21,0.10,-0.01,0.20
6,0.95,0.19,-0.09,0.21,0.10,-0.01,0.20
10,0.93,0.19,-0.09,0.20,0.10,0.00,0.20
6,0.93,0.19,-0.09,0.20,0.10,0.00,0.21
10,0.93,0.19,-0.09,0.19,0.10,0.01,0.22
6,0.94,0.20,-0.10,0.19,0.11,0.02,0.23
6,0.94,0.20,-0.10,0.19,0.11,0.02,0.22
10,0.94,0.21,-0.09,0.19,0.12,0.04,0.22
6,0.95,0.20,-0.09,0.19,0.13,0.05,0.22
7,0.95,0.20,-0.09,0.19,0.13,0.05,0.22
10,0.96,0.22,-0.09,0.18,0.13,0.05,0.22
7,0.96,0.22,-0.09,0.18,0.13,0.05,0.21
11,0.96,0.22,-0.09,0.19,0.13,0.07,0.21
6,0.95,0.21,-0.10,0.19,0.11,0.08,0.20
6,0.95,0.21,-0.10,0.19,0.11,0.08,0.20
10,0.94,0.22,-0.09,0.18,0.10,0.09,0.19
6,0.93,0.23,-0.09,0.17,0.10,0.09,0.19
7,0.93,0.23,-0.09,0.17,0.10,0.09,0.20
10,0.92,0.23,-0.09,0.17,0.11,0.11,0.22
7,0.92,0.23,-0.09,0.17,0.11,0.11,0.23
10,0.92,0.23,-0.10,0.17,0.12,0.12,0.23
7,0.93,0.23,-0.10,0.17,0.15,0.13,0.23
6,0.93,0.23,-0.10,0.17,0.15,0.13,0.22
10,0.94,0.23,-0.09,0.17,0.17,0.14,0.22
6,0.96,0.23,-0.09,0.16,0.18,0.14,0.22
7,0.96,0.23,-0.09,0.16,0.18,0.14,0.22
10,0.97,0.22,-0.08,0.16,0.18,0.14,0.23
7,0.97,0.22,-0.08,0.16,0.18,0.14,0.24
10,0.97,0.23,-0.08,0.15,0.16,0.12,0.25
7,0.97,0.23,-0.08,0.14,0.13,0.12,0.26
6,0.97,0.23,-0.08,0.14,0.13,0.12,0.28
10,0.96,0.24,-0.09,0.14,0.11,0.11,0.29
6,0.95,0.24,-0.09,0.13,0.10,0.11,0.28
6,0.95,0.24,-0.09,0.13,0.10,0.11,0.27
10,0.94,0.24,-0.09,0.13,0.09,0.10,0.26
7,0.94,0.24,-0.09,0.13,0.09,0.10,0.24
10,0.93,0.25,-0.09,0.12,0.09,0.09,0.23
7,0.94,0.25,-0.09,0.11,0.10,0.10,0.21
6,0.94,0.25,-0.09,0.11,0.10,0.10,0.19
10,0.94,0.26,-0.08,0.11,0.12,0.10,0.18
6,0.95,0.25,-0.08,0.11,0.13,0.09,0.16
6,0.95,0.25,-0.08,0.11,0.13,0.09,0.15
10,0.96,0.26,-0.08,0.11,0.13,0.09,0.14
7,0.96,0.26,-0.08,0.11,0.13,0.09,0.13
10,0.96,0.26,-0.07,0.11,0.13,0.09,0.13
7,0.96,0.26,-0.08,0.10,0.12,0.08,0.13
6,0.96,0.26,-0.08,0.10,0.12,0.08,0.15
10,0.95,0.25,-0.09,0.09,0.11,0.09,0.18
6,0.94,0.24,-0.09,0.08,0.11,0.10,0.22
6,0.94,0.24,-0.09,0.08,0.11,0.10,0.27
10,0.94,0.24,-0.10,0.06,0.10,0.12,0.32
7,0.94,0.24,-0.10,0.06,0.10,0.12,0.37
10,0.94,0.24,-0.11,0.02,0.11,0.14,0.41
7,0.96,0.25,-0.09,-0.02,0.13,0.17,0.44
6,0.96,0.25,-0.09,-0.02,0.13,0.17,0.45
10,0.97,0.24,-0.08,-0.05,0.14,0.19,0.46
6,0.97,0.25,-0.07,-0.07,0.13,0.21,0.46
6,0.97,0.25,-0.07,-0.07,0.13,0.21,0.45
10,0.98,0.26,-0.07,-0.08,0.11,0.22,0.45
6,0.98,0.26,-0.07,-0.08,0.11,0.22,0.45
10,0.98,0.26,-0.07,-0.09,0.08,0.22,0.45
7,0.95,0.26,-0.06,-0.10,0.06,0.21,0.44
