505122,0.82,0.43,-0.37,0.18,1.10,0.31
505142,0.82,0.43,-0.37,-0.31,0.79,0.31
505162,0.83,0.43,-0.37,-1.04,0.06,0.43
505182,0.83,0.43,-0.37,-1.10,-0.73,0.55
505202,0.83,0.42,-0.36,-1.34,-1.28,0.55
505222,0.82,0.43,-0.36,-1.71,-1.71,0.98
505242,0.80,0.43,-0.36,-1.46,-0.49,1.89
505262,0.80,0.44,-0.36,-0.67,0.79,2.93
505282,0.80,0.45,-0.36,0.12,2.08,4.27
505302,0.82,0.45,-0.37,0.85,2.44,4.15
505322,0.82,0.45,-0.37,0.98,2.69,3.42
505342,0.82,0.45,-0.37,1.16,1.95,1.71
505362,0.81,0.45,-0.37,1.04,2.01,1.10
505382,0.80,0.46,-0.37,1.40,1.89,1.22
505402,0.81,0.45,-0.37,1.46,2.20,1.34
505422,0.81,0.45,-0.37,1.53,2.26,1.65
505442,0.81,0.45,-0.37,1.53,1.71,1.53
505462,0.82,0.45,-0.36,1.16,0.79,1.46
505482,0.81,0.45,-0.36,1.04,0.43,0.98
505502,0.81,0.46,-0.36,0.85,0.37,0.79
505522,0.80,0.47,-0.35,1.40,0.67,0.18
505542,0.78,0.52,-0.33,2.93,1.16,-0.37
505562,0.71,0.65,-0.27,8.36,3.11,-1.83
505582,0.51,0.81,-0.29,37.54,23.56,-15.87
505602,0.48,0.87,-0.33,64.82,62.38,-39.25
505622,0.68,0.83,-0.37,94.67,94.67,-65.19
505642,0.66,0.69,-0.50,133.79,108.34,-93.63
505662,0.77,0.50,-0.51,148.99,112.00,-105.77
505682,0.77,0.37,-0.60,156.37,107.48,-110.66
505702,0.79,0.25,-0.62,151.49,97.17,-107.24
505722,0.82,0.14,-0.62,141.66,88.56,-93.51
505742,0.89,0.06,-0.63,125.00,78.12,-76.17
505762,0.98,-0.04,-0.60,87.52,57.68,-49.01
505782,1.06,-0.06,-0.58,58.90,36.50,-30.58
505802,1.08,-0.03,-0.54,26.12,15.81,-12.57
505822,1.06,0.07,-0.49,-16.60,-17.21,13.49
505842,1.00,0.16,-0.47,-39.37,-37.35,28.02
505862,0.94,0.22,-0.46,-55.85,-53.96,40.28
505882,0.86,0.28,-0.46,-73.73,-70.31,53.96
505902,0.79,0.31,-0.44,-83.74,-72.75,59.81
505922,0.78,0.36,-0.42,-90.45,-72.08,62.74
505942,0.79,0.44,-0.39,-94.48,-70.80,64.27
505962,0.78,0.50,-0.37,-92.53,-70.01,62.87
505982,0.77,0.50,-0.35,-86.79,-67.08,59.94
506002,0.73,0.49,-0.39,-79.35,-60.49,52.92
506022,0.78,0.46,-0.37,-77.33,-51.88,48.34
506042,0.76,0.47,-0.37,-77.70,-52.31,43.64
506062,0.77,0.58,-0.31,-73.61,-46.94,38.82
506082,0.72,0.62,-0.30,-63.84,-43.21,34.61
506102,0.73,0.59,-0.30,-51.94,-34.73,29.79
506122,0.74,0.54,-0.32,-39.49,-25.33,22.52
506142,0.77,0.53,-0.32,-34.30,-18.62,17.70
506162,0.77,0.52,-0.33,-29.91,-13.98,13.85
506182,0.79,0.51,-0.32,-23.62,-7.87,9.22
506202,0.79,0.50,-0.33,-19.65,-5.98,6.35
506222,0.79,0.49,-0.34,-16.85,-3.72,3.85
506242,0.79,0.47,-0.35,-12.94,-1.10,0.49
506262,0.80,0.45,-0.36,-11.78,0.79,-0.79
506282,0.81,0.43,-0.36,-11.66,2.32,-1.34
506302,0.82,0.43,-0.36,-12.27,3.36,-1.34
506322,0.83,0.43,-0.37,-12.21,3.23,-1.34
506342,0.83,0.43,-0.37,-12.21,2.62,-1.40
506362,0.83,0.42,-0.37,-11.66,1.59,-1.65
506382,0.83,0.42,-0.38,-11.23,1.28,-2.01
506402,0.83,0.43,-0.38,-10.93,0.49,-2.44
506422,0.82,0.43,-0.38,-9.03,0.55,-2.75
506442,0.82,0.43,-0.38,-7.51,1.22,-2.56
506462,0.83,0.43,-0.38,-5.80,1.65,-2.14
506482,0.82,0.43,-0.38,-2.50,1.59,-1.77
506502,0.82,0.42,-0.38,-0.85,1.53,-1.10
506522,0.82,0.42,-0.38,0.37,1.83,-0.55
506542,0.83,0.42,-0.38,1.04,1.83,0.37
506562,0.83,0.42,-0.38,1.46,1.46,0.61
506582,0.83,0.42,-0.38,1.77,0.92,0.79
506602,0.82,0.43,-0.37,1.95,0.43,1.28
506622,0.81,0.43,-0.37,2.26,0.55,1.59
506642,0.81,0.43,-0.37,2.44,1.16,2.14
506662,0.81,0.44,-0.37,3.05,1.59,2.75
506682,0.81,0.44,-0.37,3.42,2.14,2.50
506702,0.81,0.44,-0.37,3.85,2.69,2.01
506722,0.82,0.44,-0.37,4.03,2.87,0.79
506742,0.81,0.43,-0.37,3.54,3.11,0.12
506762,0.82,0.43,-0.37,3.23,3.11,-0.12
506782,0.81,0.43,-0.38,2.50,2.69,-0.24
506802,0.81,0.43,-0.38,1.95,2.69,0.06
506822,0.81,0.43,-0.38,1.59,2.75,0.18
506842,0.82,0.43,-0.38,0.37,2.44,0.67
506862,0.82,0.43,-0.38,-0.24,2.44,0.92
506882,0.82,0.43,-0.38,-0.61,1.77,0.98
506902,0.82,0.43,-0.38,-1.10,1.04,1.04
506922,0.82,0.43,-0.38,-1.40,0.61,0.61
506942,0.81,0.43,-0.38,-1.53,0.61,0.61
506962,0.81,0.43,-0.38,-1.34,1.04,0.24
506982,0.81,0.43,-0.38,-1.53,0.92,0.12
507002,0.82,0.43,-0.38,-1.46,1.22,0.31
507022,0.82,0.43,-0.38,-1.04,0.98,0.55
507042,0.82,0.43,-0.38,-0.92,0.85,0.73
507062,0.82,0.43,-0.38,-0.67,0.55,1.04
507082,0.82,0.43,-0.38,-0.18,0.43,0.98
507102,0.81,0.43,-0.38,0.12,0.49,0.73
507122,0.81,0.43,-0.38,0.31,0.37,0.85
