6,0.97,0.15,-0.18,-0.02,0.02,-0.02,-0.27
10,0.96,0.15,-0.18,-0.03,0.01,-0.01,-0.27
6,0.96,0.15,-0.18,-0.03,0.01,-0.01,-0.27
10,0.96,0.16,-0.18,-0.02,0.01,-0.01,-0.27
7,0.96,0.15,-0.18,-0.02,0.02,0.00,-0.25
6,0.96,0.15,-0.18,-0.02,0.02,0.00,-0.25
10,0.96,0.15,-0.19,-0.01,0.02,0.00,-0.24
6,0.97,0.15,-0.19,-0.01,0.02,0.01,-0.24
7,0.97,0.15,-0.19,-0.01,0.02,0.01,-0.24
10,0.97,0.15,-0.19,-0.01,0.03,0.02,-0.24
7,0.97,0.15,-0.18,-0.01,0.03,0.02,-0.24
6,0.97,0.15,-0.18,-0.01,0.03,0.02,-0.24
10,0.97,0.15,-0.19,-0.01,0.03,0.01,-0.24
6,0.97,0.15,-0.19,-0.01,0.03,0.02,-0.23
7,0.97,0.15,-0.19,-0.01,0.03,0.02,-0.23
11,0.97,0.15,-0.19,-0.01,0.04,0.01,-0.23
6,0.97,0.15,-0.19,-0.01,0.04,0.01,-0.22
10,0.97,0.15,-0.19,-0.01,0.04,0.01,-0.22
6,0.97,0.15,-0.19,-0.00,0.04,0.01,-0.22
7,0.97,0.15,-0.19,-0.00,0.04,0.01,-0.21
10,0.97,0.15,-0.19,-0.00,0.04,0.01,-0.21
7,0.98,0.15,-0.19,0.00,0.04,0.00,-0.21
6,0.98,0.15,-0.19,0.00,0.04,0.00,-0.21
10,0.98,0.15,-0.19,0.00,0.04,-0.00,-0.21
7,0.98,0.15,-0.19,-0.00,0.04,-0.01,-0.22
6,0.98,0.15,-0.19,-0.00,0.04,-0.01,-0.21
10,0.98,0.15,-0.18,0.00,0.03,-0.01,-0.21
6,0.98,0.15,-0.18,0.00,0.03,-0.01,-0.21
10,0.97,0.15,-0.19,0.01,0.03,-0.01,-0.21
6,0.96,0.14,-0.19,0.01,0.01,-0.01,-0.21
7,0.96,0.14,-0.19,0.01,0.01,-0.01,-0.20
11,0.95,0.14,-0.20,0.01,0.01,-0.00,-0.19
6,0.95,0.14,-0.20,0.01,0.01,0.00,-0.19
7,0.95,0.14,-0.20,0.01,0.01,0.00,-0.18
10,0.96,0.14,-0.20,0.00,0.02,0.01,-0.18
7,0.96,0.14,-0.20,-0.01,0.03,0.02,-0.17
6,0.96,0.14,-0.20,-0.01,0.03,0.02,-0.17
10,0.97,0.15,-0.19,-0.02,0.04,0.02,-0.16
7,0.98,0.15,-0.19,-0.01,0.03,0.01,-0.15
6,0.98,0.15,-0.19,-0.01,0.03,0.01,-0.15
10,0.98,0.15,-0.19,-0.01,0.03,0.01,-0.15
6,0.98,0.15,-0.19,-0.01,0.03,0.01,-0.15
10,0.98,0.15,-0.20,-0.01,0.02,0.01,-0.16
6,0.98,0.15,-0.20,-0.01,0.02,0.01,-0.16
7,0.98,0.15,-0.20,-0.01,0.02,0.01,-0.17
11,0.98,0.15,-0.19,-0.01,0.03,0.00,-0.18
6,0.98,0.15,-0.18,-0.00,0.03,-0.00,-0.19
6,0.98,0.15,-0.18,-0.00,0.03,-0.00,-0.20
10,0.97,0.15,-0.19,0.00,0.02,-0.01,-0.20
6,0.97,0.15,-0.19,0.00,0.02,-0.01,-0.20
10,0.97,0.15,-0.20,0.01,0.01,-0.01,-0.20
7,0.96,0.14,-0.20,0.01,0.01,-0.01,-0.20
6,0.96,0.14,-0.20,0.01,0.01,-0.01,-0.19
10,0.97,0.14,-0.20,0.01,0.02,-0.01,-0.19
6,0.97,0.15,-0.19,0.00,0.03,-0.01,-0.18
7,0.97,0.15,-0.19,0.00,0.03,-0.01,-0.16
11,0.97,0.16,-0.18,0.00,0.03,-0.01,-0.15
6,0.97,0.16,-0.18,0.02,0.03,-0.02,-0.15
7,0.97,0.16,-0.18,0.02,0.03,-0.02,-0.14
10,0.97,0.15,-0.19,0.03,0.02,-0.02,-0.13
7,0.96,0.15,-0.19,0.04,0.02,-0.03,-0.13
6,0.96,0.15,-0.19,0.04,0.02,-0.03,-0.13
10,0.96,0.15,-0.19,0.04,0.03,-0.03,-0.13
6,0.96,0.15,-0.19,0.04,0.03,-0.03,-0.13
10,0.97,0.15,-0.19,0.05,0.03,-0.03,-0.13
7,0.97,0.16,-0.18,0.06,0.03,-0.03,-0.14
6,0.97,0.16,-0.18,0.06,0.03,-0.03,-0.15
10,0.97,0.17,-0.18,0.06,0.03,-0.03,-0.15
6,0.96,0.18,-0.17,0.07,0.02,-0.04,-0.16
7,0.96,0.18,-0.17,0.07,0.02,-0.04,-0.17
10,0.95,0.19,-0.18,0.09,0.02,-0.04,-0.19
7,0.95,0.19,-0.18,0.12,0.04,-0.05,-0.20
6,0.95,0.19,-0.18,0.12,0.04,-0.05,-0.22
10,0.95,0.19,-0.17,0.16,0.05,-0.05,-0.22
7,0.95,0.17,-0.19,0.20,0.06,-0.04,-0.22
6,0.95,0.17,-0.19,0.20,0.06,-0.04,-0.22
10,0.96,0.16,-0.20,0.22,0.08,-0.04,-0.21
6,0.96,0.16,-0.20,0.22,0.08,-0.04,-0.20
10,0.97,0.15,-0.19,0.23,0.09,-0.04,-0.19
7,0.97,0.16,-0.19,0.23,0.09,-0.04,-0.16
6,0.97,0.16,-0.19,0.23,0.09,-0.04,-0.14
10,0.98,0.17,-0.18,0.23,0.09,-0.04,-0.13
6,0.99,0.18,-0.18,0.25,0.09,-0.05,-0.13
7,0.99,0.18,-0.18,0.25,0.09,-0.05,-0.13
11,0.98,0.19,-0.18,0.27,0.08,-0.05,-0.12
6,0.98,0.19,-0.18,0.30,0.06,-0.06,-0.10
6,0.98,0.19,-0.18,0.30,0.06,-0.06,-0.05
10,0.97,0.18,-0.19,0.34,0.06,-0.06,0.00
7,0.97,0.18,-0.19,0.34,0.06,-0.06,0.09
10,0.96,0.17,-0.19,0.36,0.06,-0.06,0.19
7,0.97,0.16,-0.20,0.37,0.06,-0.07,0.29
6,0.97,0.16,-0.20,0.37,0.06,-0.07,0.38
10,0.96,0.15,-0.17,0.39,0.07,-0.06,0.44
6,0.96,0.15,-0.19,0.40,0.07,-0.06,0.44
6,0.96,0.15,-0.19,0.40,0.07,-0.06,0.40
10,0.96,0.16,-0.19,0.42,0.08,-0.07,0.33
6,0.96,0.16,-0.19,0.42,0.08,-0.07,0.26
10,0.96,0.17,-0.19,0.41,0.09,-0.07,0.20
6,0.96,0.18,-0.18,0.42,0.08,-0.07,0.14
7,0.96,0.18,-0.18,0.42,0.08,-0.07,0.07
10,0.96,0.19,-0.18,0.45,0.09,-0.07,0.00
7,0.96,0.19,-0.18,0.49,0.10,-0.07,-0.06
6,0.96,0.19,-0.18,0.49,0.10,-0.07,-0.12
10,0.96,0.18,-0.18,0.51,0.11,-0.06,-0.17
6,0.96,0.18,-0.18,0.51,0.11,-0.06,-0.19
10,0.96,0.17,-0.19,0.54,0.12,-0.07,-0.21
7,0.96,0.15,-0.19,0.56,0.13,-0.07,-0.24
6,0.96,0.15,-0.19,0.56,0.13,-0.07,-0.31
10,0.96,0.13,-0.20,0.56,0.13,-0.07,-0.40
6,0.96,0.12,-0.21,0.56,0.14,-0.06,-0.48
7,0.96,0.12,-0.21,0.56,0.14,-0.06,-0.54
11,0.96,0.12,-0.20,0.54,0.16,-0.06,-0.56
6,0.97,0.13,-0.19,0.52,0.17,-0.06,-0.58
7,0.97,0.13,-0.19,0.52,0.17,-0.06,-0.60
10,0.97,0.16,-0.19,0.52,0.16,-0.05,-0.62
7,0.97,0.17,-0.19,0.52,0.15,-0.04,-0.64
6,0.97,0.17,-0.19,0.52,0.15,-0.04,-0.68
10,0.96,0.17,-0.20,0.54,0.15,-0.03,-0.72
7,0.96,0.16,-0.20,0.56,0.17,-0.03,-0.76
6,0.96,0.16,-0.20,0.56,0.17,-0.03,-0.78
10,0.96,0.14,-0.21,0.57,0.18,-0.04,-0.77
6,0.96,0.14,-0.21,0.57,0.18,-0.04,-0.74
10,0.98,0.12,-0.20,0.55,0.19,-0.05,-0.69
7,0.98,0.13,-0.20,0.52,0.18,-0.07,-0.62
6,0.98,0.13,-0.20,0.52,0.18,-0.07,-0.52
10,0.98,0.14,-0.20,0.51,0.15,-0.08,-0.43
6,0.98,0.15,-0.21,0.51,0.13,-0.09,-0.37
7,0.98,0.15,-0.21,0.51,0.13,-0.09,-0.32
11,0.96,0.15,-0.21,0.52,0.12,-0.08,-0.29
6,0.96,0.15,-0.21,0.51,0.13,-0.08,-0.27
1259,0.97,0.14,-0.19,-0.30,-0.04,0.04,-0.22
6,0.97,0.14,-0.19,-0.30,-0.04,0.04,-0.12
