7,0.97,0.15,-0.18,-0.03,-0.00,0.02,-0.18
11,0.97,0.14,-0.18,-0.02,-0.00,0.02,-0.17
6,0.97,0.14,-0.18,-0.02,0.00,0.01,-0.17
7,0.97,0.14,-0.18,-0.02,0.00,0.01,-0.17
10,0.97,0.15,-0.17,-0.02,0.01,0.01,-0.16
7,0.97,0.15,-0.17,-0.02,0.01,0.01,-0.15
6,0.97,0.15,-0.17,-0.02,0.01,0.01,-0.15
10,0.97,0.15,-0.17,-0.01,0.01,0.01,-0.14
6,0.96,0.14,-0.17,-0.00,0.02,0.01,-0.14
7,0.96,0.14,-0.17,-0.00,0.02,0.01,-0.14
11,0.96,0.14,-0.18,0.01,0.02,0.01,-0.15
6,0.96,0.14,-0.18,0.01,0.02,0.01,-0.17
10,0.96,0.14,-0.18,0.01,0.02,0.01,-0.20
6,0.97,0.13,-0.18,0.01,0.02,0.01,-0.22
7,0.97,0.13,-0.18,0.01,0.02,0.01,-0.22
10,0.97,0.13,-0.18,0.00,0.02,0.01,-0.22
7,0.97,0.13,-0.18,-0.01,0.02,0.01,-0.21
6,0.97,0.13,-0.18,-0.01,0.02,0.01,-0.20
10,0.97,0.13,-0.18,-0.01,0.03,0.01,-0.20
7,0.97,0.13,-0.17,-0.01,0.02,0.01,-0.20
6,0.97,0.13,-0.17,-0.01,0.02,0.01,-0.20
10,0.97,0.13,-0.18,-0.01,0.01,0.01,-0.19
6,0.97,0.13,-0.18,-0.01,0.01,0.01,-0.19
10,0.97,0.14,-0.18,-0.01,0.02,0.00,-0.18
6,0.97,0.14,-0.18,-0.01,0.02,0.00,-0.17
7,0.97,0.14,-0.18,-0.01,0.02,0.00,-0.16
11,0.97,0.14,-0.17,-0.01,0.03,-0.00,-0.15
6,0.97,0.14,-0.17,-0.00,0.04,-0.01,-0.14
7,0.97,0.14,-0.17,-0.00,0.04,-0.01,-0.13
10,0.97,0.13,-0.18,0.00,0.03,-0.01,-0.12
7,0.97,0.13,-0.19,0.01,0.03,-0.01,-0.11
6,0.97,0.13,-0.19,0.01,0.03,-0.01,-0.11
10,0.98,0.12,-0.19,0.00,0.04,-0.01,-0.10
6,0.98,0.12,-0.19,-0.00,0.04,-0.01,-0.09
7,0.98,0.12,-0.19,-0.00,0.04,-0.01,-0.08
11,0.98,0.12,-0.19,-0.01,0.04,-0.00,-0.06
6,0.98,0.12,-0.19,-0.01,0.04,-0.00,-0.05
10,0.99,0.12,-0.18,-0.02,0.04,-0.00,-0.03
6,0.98,0.13,-0.18,-0.02,0.03,-0.00,-0.02
7,0.98,0.13,-0.18,-0.02,0.03,-0.00,-0.01
10,0.98,0.13,-0.18,-0.02,0.02,0.00,-0.00
7,0.97,0.14,-0.18,-0.02,0.02,0.01,-0.00
6,0.97,0.14,-0.18,-0.02,0.02,0.01,0.00
10,0.96,0.14,-0.18,-0.02,0.02,0.01,0.01
6,0.96,0.14,-0.18,-0.02,0.02,0.01,0.01
10,0.95,0.14,-0.19,-0.01,0.01,0.03,0.00
6,0.95,0.14,-0.19,-0.01,0.02,0.04,-0.00
7,0.95,0.14,-0.19,-0.01,0.02,0.04,-0.01
10,0.96,0.13,-0.19,0.00,0.04,0.04,-0.01
7,0.97,0.13,-0.19,-0.01,0.04,0.05,-0.01
6,0.97,0.13,-0.19,-0.01,0.04,0.05,-0.01
10,0.98,0.13,-0.19,-0.01,0.05,0.05,-0.01
7,0.98,0.14,-0.19,-0.02,0.05,0.04,-0.00
6,0.98,0.14,-0.19,-0.02,0.05,0.04,0.01
10,0.99,0.14,-0.19,-0.02,0.04,0.03,0.01
6,0.99,0.14,-0.19,-0.02,0.04,0.03,0.02
10,0.99,0.14,-0.19,-0.01,0.04,0.03,0.02
6,0.99,0.14,-0.19,-0.01,0.04,0.02,0.02
7,0.99,0.14,-0.19,-0.01,0.04,0.02,0.02
10,0.99,0.13,-0.19,-0.01,0.03,0.02,0.02
7,0.98,0.14,-0.19,-0.01,0.03,0.02,0.02
6,0.98,0.14,-0.19,-0.01,0.03,0.02,0.02
10,0.98,0.14,-0.19,-0.01,0.02,0.02,0.01
6,0.98,0.14,-0.19,-0.01,0.02,0.02,0.01
10,0.97,0.14,-0.19,-0.00,0.02,0.02,0.01
